Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint,Problem
3513,"[3, 40, 14, 33, 12]","[11, 16, 12, 12, 9]",96,"[1, 1, 1, 1, 1]",57.8181818181896,20.4,12.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 40, 14, 33, 12], 'prices': [11, 16, 12, 12, 9], 'capacity': 96}"
3514,"[21, 16, 22, 36, 43]","[13, 2, 10, 7, 3]",54,"[1, 0, 1, 0, 0]",25.138888888884455,27.6,7.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [21, 16, 22, 36, 43], 'prices': [13, 2, 10, 7, 3], 'capacity': 54}"
3515,"[11, 29, 6, 7, 3]","[6, 7, 19, 14, 1]",61,"[1, 1, 1, 1, 1]",47.0,11.2,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 29, 6, 7, 3], 'prices': [6, 7, 19, 14, 1], 'capacity': 61}"
3516,"[20, 39, 42, 27, 1]","[13, 11, 8, 15, 17]",20,"[1, 0, 0, 0, 1]",29.349999999942572,25.8,12.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 39, 42, 27, 1], 'prices': [13, 11, 8, 15, 17], 'capacity': 20}"
3517,"[37, 34, 28, 19, 7]","[1, 5, 18, 8, 10]",71,"[0, 0, 1, 1, 1]",38.49999999998258,25.0,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 34, 28, 19, 7], 'prices': [1, 5, 18, 8, 10], 'capacity': 71}"
3518,"[49, 7, 40, 44, 10]","[11, 11, 1, 16, 15]",54,"[0, 1, 0, 1, 1]",39.45454545444136,30.0,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [49, 7, 40, 44, 10], 'prices': [11, 11, 1, 16, 15], 'capacity': 54}"
3519,"[26, 48, 4, 28, 16]","[16, 5, 18, 18, 13]",57,"[0, 0, 1, 1, 1]",54.5384615384594,24.4,14.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 48, 4, 28, 16], 'prices': [16, 5, 18, 18, 13], 'capacity': 57}"
3520,"[20, 4, 37, 26, 17]","[11, 18, 12, 9, 8]",96,"[1, 1, 1, 1, 1]",55.40540540534187,20.8,11.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 4, 37, 26, 17], 'prices': [11, 18, 12, 9, 8], 'capacity': 96}"
3521,"[16, 26, 26, 39, 27]","[10, 11, 1, 19, 6]",32,"[1, 0, 0, 0, 0]",17.794871794997867,26.8,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 26, 26, 39, 27], 'prices': [10, 11, 1, 19, 6], 'capacity': 32}"
3522,"[2, 21, 45, 31, 19]","[16, 7, 7, 3, 13]",89,"[1, 1, 1, 0, 1]",43.19354838709342,23.6,9.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 21, 45, 31, 19], 'prices': [16, 7, 7, 3, 13], 'capacity': 89}"
3523,"[29, 31, 10, 45, 31]","[11, 10, 18, 12, 18]",36,"[0, 0, 1, 0, 1]",33.09677419345926,29.2,13.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 31, 10, 45, 31], 'prices': [11, 10, 18, 12, 18], 'capacity': 36}"
3524,"[29, 33, 42, 43, 36]","[12, 12, 7, 16, 18]",86,"[1, 0, 0, 0, 1]",37.81395348759938,36.6,13.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 33, 42, 43, 36], 'prices': [12, 12, 7, 16, 18], 'capacity': 86}"
3525,"[40, 1, 46, 42, 24]","[5, 4, 8, 12, 6]",85,"[0, 1, 0, 1, 1]",25.130434782600233,30.6,7.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 1, 46, 42, 24], 'prices': [5, 4, 8, 12, 6], 'capacity': 85}"
3526,"[3, 29, 12, 45, 19]","[10, 8, 14, 4, 14]",42,"[1, 0, 1, 0, 1]",40.20689655172695,21.6,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 29, 12, 45, 19], 'prices': [10, 8, 14, 4, 14], 'capacity': 42}"
3527,"[16, 34, 15, 32, 37]","[19, 2, 5, 2, 14]",60,"[1, 0, 0, 0, 1]",35.333333333335396,26.8,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 34, 15, 32, 37], 'prices': [19, 2, 5, 2, 14], 'capacity': 60}"
3528,"[21, 21, 20, 4, 15]","[13, 10, 19, 6, 2]",29,"[0, 0, 1, 1, 0]",28.09523809519142,16.2,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [21, 21, 20, 4, 15], 'prices': [13, 10, 19, 6, 2], 'capacity': 29}"
3529,"[2, 40, 18, 37, 5]","[5, 17, 11, 8, 5]",84,"[1, 1, 1, 1, 1]",42.10810810809105,20.4,9.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 40, 18, 37, 5], 'prices': [5, 17, 11, 8, 5], 'capacity': 84}"
3530,"[23, 25, 26, 38, 48]","[17, 12, 8, 10, 10]",66,"[1, 1, 1, 0, 0]",34.5384615384889,32.0,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 25, 26, 38, 48], 'prices': [17, 12, 8, 10, 10], 'capacity': 66}"
3531,"[5, 38, 3, 29, 13]","[5, 4, 14, 2, 16]",26,"[1, 0, 1, 0, 1]",35.526315789471276,17.6,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [5, 38, 3, 29, 13], 'prices': [5, 4, 14, 2, 16], 'capacity': 26}"
3532,"[40, 27, 10, 24, 15]","[8, 4, 12, 4, 4]",74,"[1, 0, 1, 0, 1]",25.500000000000128,23.2,6.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 27, 10, 24, 15], 'prices': [8, 4, 12, 4, 4], 'capacity': 74}"
3533,"[44, 28, 30, 38, 2]","[7, 7, 9, 19, 3]",58,"[0, 0, 1, 1, 1]",27.40000000000571,28.4,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [44, 28, 30, 38, 2], 'prices': [7, 7, 9, 19, 3], 'capacity': 58}"
3534,"[3, 42, 43, 33, 19]","[11, 10, 16, 13, 14]",99,"[1, 0, 1, 1, 1]",54.23809523810158,28.0,12.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 42, 43, 33, 19], 'prices': [11, 10, 16, 13, 14], 'capacity': 99}"
3535,"[31, 4, 3, 2, 24]","[18, 16, 15, 15, 14]",44,"[0, 1, 1, 1, 1]",66.3870967755182,12.8,15.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [31, 4, 3, 2, 24], 'prices': [18, 16, 15, 15, 14], 'capacity': 44}"
3536,"[28, 46, 12, 19, 36]","[10, 18, 17, 5, 18]",51,"[0, 0, 1, 0, 1]",36.17391304361008,28.2,13.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [28, 46, 12, 19, 36], 'prices': [10, 18, 17, 5, 18], 'capacity': 51}"
3537,"[9, 10, 4, 38, 46]","[12, 2, 2, 14, 3]",31,"[1, 0, 1, 0, 0]",20.631578947378568,21.4,6.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [9, 10, 4, 38, 46], 'prices': [12, 2, 2, 14, 3], 'capacity': 31}"
3538,"[29, 29, 44, 1, 38]","[17, 1, 17, 6, 2]",97,"[1, 0, 1, 1, 1]",41.21052631579008,28.2,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 29, 44, 1, 38], 'prices': [17, 1, 17, 6, 2], 'capacity': 97}"
3539,"[16, 45, 19, 47, 17]","[6, 7, 15, 5, 7]",16,"[0, 0, 1, 0, 0]",12.631578947507986,28.8,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [16, 45, 19, 47, 17], 'prices': [6, 7, 15, 5, 7], 'capacity': 16}"
3540,"[40, 7, 11, 28, 37]","[12, 3, 3, 18, 13]",19,"[0, 0, 0, 1, 0]",12.214285714135727,24.6,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [40, 7, 11, 28, 37], 'prices': [12, 3, 3, 18, 13], 'capacity': 19}"
3541,"[31, 13, 5, 33, 42]","[18, 19, 5, 11, 18]",31,"[0, 1, 1, 0, 0]",31.548387097253134,24.8,14.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [31, 13, 5, 33, 42], 'prices': [18, 19, 5, 11, 18], 'capacity': 31}"
3542,"[45, 6, 29, 31, 49]","[4, 14, 11, 4, 6]",46,"[0, 1, 1, 0, 0]",26.41935483871496,32.0,7.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [45, 6, 29, 31, 49], 'prices': [4, 14, 11, 4, 6], 'capacity': 46}"
3543,"[12, 42, 28, 36, 21]","[8, 17, 7, 2, 16]",29,"[1, 0, 0, 0, 1]",21.33333333332139,27.8,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 42, 28, 36, 21], 'prices': [8, 17, 7, 2, 16], 'capacity': 29}"
3544,"[6, 34, 45, 27, 40]","[17, 16, 1, 8, 6]",22,"[1, 0, 0, 0, 0]",24.529411764781635,30.4,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [6, 34, 45, 27, 40], 'prices': [17, 16, 1, 8, 6], 'capacity': 22}"
3545,"[37, 12, 31, 10, 47]","[3, 13, 8, 8, 10]",29,"[0, 1, 0, 1, 0]",22.806451612904745,27.4,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 12, 31, 10, 47], 'prices': [3, 13, 8, 8, 10], 'capacity': 29}"
3546,"[35, 39, 2, 45, 11]","[11, 15, 17, 5, 18]",96,"[1, 1, 1, 0, 1]",61.999999999897554,26.4,13.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [35, 39, 2, 45, 11], 'prices': [11, 15, 17, 5, 18], 'capacity': 96}"
3547,"[2, 4, 30, 39, 40]","[5, 9, 8, 4, 4]",94,"[1, 1, 1, 1, 0]",27.899999999995597,23.0,6.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 4, 30, 39, 40], 'prices': [5, 9, 8, 4, 4], 'capacity': 94}"
3548,"[29, 36, 3, 7, 40]","[8, 13, 3, 18, 8]",88,"[1, 1, 1, 1, 0]",44.5999999999694,23.0,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 36, 3, 7, 40], 'prices': [8, 13, 3, 18, 8], 'capacity': 88}"
3549,"[12, 12, 16, 5, 27]","[6, 19, 2, 3, 6]",59,"[1, 1, 0, 1, 1]",34.3749999999916,14.4,7.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 12, 16, 5, 27], 'prices': [6, 19, 2, 3, 6], 'capacity': 59}"
3550,"[11, 24, 42, 15, 22]","[7, 19, 18, 2, 2]",30,"[1, 1, 0, 0, 0]",22.8181818180326,22.8,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 24, 42, 15, 22], 'prices': [7, 19, 18, 2, 2], 'capacity': 30}"
3551,"[13, 9, 7, 25, 12]","[1, 11, 1, 4, 17]",31,"[0, 1, 0, 0, 1]",29.60000000000006,13.2,6.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [13, 9, 7, 25, 12], 'prices': [1, 11, 1, 4, 17], 'capacity': 31}"
3552,"[4, 2, 40, 11, 16]","[19, 2, 1, 18, 2]",37,"[1, 1, 0, 1, 1]",41.09999999999123,14.6,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [4, 2, 40, 11, 16], 'prices': [19, 2, 1, 18, 2], 'capacity': 37}"
3553,"[39, 8, 49, 23, 14]","[5, 1, 9, 4, 19]",67,"[0, 0, 1, 0, 1]",28.69565217377017,26.6,7.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 8, 49, 23, 14], 'prices': [5, 1, 9, 4, 19], 'capacity': 67}"
3554,"[17, 11, 12, 27, 9]","[1, 13, 19, 14, 2]",23,"[0, 1, 1, 0, 0]",31.99999999994587,15.2,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [17, 11, 12, 27, 9], 'prices': [1, 13, 19, 14, 2], 'capacity': 23}"
3555,"[41, 31, 15, 27, 10]","[9, 2, 16, 17, 18]",84,"[1, 0, 1, 1, 1]",58.02439024390845,24.8,12.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [41, 31, 15, 27, 10], 'prices': [9, 2, 16, 17, 18], 'capacity': 84}"
3556,"[18, 2, 44, 24, 10]","[1, 6, 5, 4, 16]",77,"[0, 1, 1, 1, 1]",30.659090909091802,19.6,6.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [18, 2, 44, 24, 10], 'prices': [1, 6, 5, 4, 16], 'capacity': 77}"
3557,"[35, 26, 9, 13, 5]","[2, 14, 5, 14, 19]",22,"[0, 0, 0, 1, 1]",35.22222222228935,17.6,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [35, 26, 9, 13, 5], 'prices': [2, 14, 5, 14, 19], 'capacity': 22}"
3558,"[10, 40, 5, 28, 4]","[10, 9, 14, 10, 7]",55,"[1, 0, 1, 1, 1]",42.79999999999803,17.4,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [10, 40, 5, 28, 4], 'prices': [10, 9, 14, 10, 7], 'capacity': 55}"
3559,"[25, 7, 11, 33, 13]","[10, 15, 16, 1, 13]",92,"[1, 1, 1, 1, 1]",55.0,17.8,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [25, 7, 11, 33, 13], 'prices': [10, 15, 16, 1, 13], 'capacity': 92}"
3560,"[46, 31, 31, 2, 44]","[18, 1, 3, 16, 5]",69,"[1, 0, 0, 1, 0]",36.38636363634871,30.8,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [46, 31, 31, 2, 44], 'prices': [18, 1, 3, 16, 5], 'capacity': 69}"
3561,"[14, 22, 36, 19, 38]","[15, 12, 16, 12, 11]",30,"[1, 0, 0, 1, 0]",25.105263157965105,25.8,13.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 22, 36, 19, 38], 'prices': [15, 12, 16, 12, 11], 'capacity': 30}"
3562,"[26, 25, 45, 21, 5]","[16, 5, 12, 8, 3]",23,"[1, 0, 0, 0, 0]",14.15384615368351,24.4,8.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 25, 45, 21, 5], 'prices': [16, 5, 12, 8, 3], 'capacity': 23}"
3563,"[43, 9, 17, 28, 49]","[15, 9, 18, 5, 14]",45,"[0, 1, 1, 0, 0]",33.62790697656701,29.2,12.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 9, 17, 28, 49], 'prices': [15, 9, 18, 5, 14], 'capacity': 45}"
3564,"[26, 47, 46, 31, 34]","[19, 19, 7, 4, 3]",18,"[1, 0, 0, 0, 0]",13.153846154180455,36.8,10.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 47, 46, 31, 34], 'prices': [19, 19, 7, 4, 3], 'capacity': 18}"
3565,"[49, 11, 19, 43, 34]","[19, 9, 19, 14, 10]",38,"[0, 1, 1, 0, 0]",31.102040816423074,31.2,14.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [49, 11, 19, 43, 34], 'prices': [19, 9, 19, 14, 10], 'capacity': 38}"
3566,"[2, 7, 31, 37, 28]","[16, 5, 17, 10, 3]",97,"[1, 1, 1, 1, 1]",50.14285714280013,21.0,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 7, 31, 37, 28], 'prices': [16, 5, 17, 10, 3], 'capacity': 97}"
3567,"[20, 44, 36, 35, 10]","[2, 4, 17, 5, 5]",31,"[0, 0, 1, 0, 1]",14.916666666602174,29.0,6.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 44, 36, 35, 10], 'prices': [2, 4, 17, 5, 5], 'capacity': 31}"
3568,"[48, 44, 2, 21, 33]","[10, 5, 12, 1, 2]",18,"[0, 0, 1, 0, 0]",15.333333333319548,29.6,6.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [48, 44, 2, 21, 33], 'prices': [10, 5, 12, 1, 2], 'capacity': 18}"
3569,"[37, 16, 33, 18, 32]","[11, 1, 6, 18, 4]",20,"[0, 0, 0, 1, 0]",18.594594594611877,27.2,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 16, 33, 18, 32], 'prices': [11, 1, 6, 18, 4], 'capacity': 20}"
3570,"[29, 19, 25, 28, 31]","[1, 15, 16, 12, 8]",72,"[0, 1, 1, 1, 0]",43.00000000000301,26.4,10.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 19, 25, 28, 31], 'prices': [1, 15, 16, 12, 8], 'capacity': 72}"
3571,"[30, 36, 48, 43, 36]","[19, 1, 19, 17, 15]",65,"[1, 0, 0, 0, 1]",33.583333334549124,38.6,14.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 36, 48, 43, 36], 'prices': [19, 1, 19, 17, 15], 'capacity': 65}"
3572,"[6, 27, 44, 29, 47]","[7, 3, 16, 8, 17]",24,"[1, 0, 0, 0, 0]",13.545454544703098,30.6,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [6, 27, 44, 29, 47], 'prices': [7, 3, 16, 8, 17], 'capacity': 24}"
3573,"[30, 3, 49, 2, 15]","[13, 14, 17, 11, 19]",33,"[0, 1, 0, 1, 1]",49.63333333331201,19.8,14.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 3, 49, 2, 15], 'prices': [13, 14, 17, 11, 19], 'capacity': 33}"
3574,"[1, 49, 9, 48, 12]","[3, 10, 5, 18, 6]",34,"[1, 0, 1, 0, 1]",18.499999999987253,23.8,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [1, 49, 9, 48, 12], 'prices': [3, 10, 5, 18, 6], 'capacity': 34}"
3575,"[29, 14, 5, 37, 2]","[17, 2, 1, 18, 12]",47,"[1, 0, 0, 0, 1]",36.78378378361475,17.4,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 14, 5, 37, 2], 'prices': [17, 2, 1, 18, 12], 'capacity': 47}"
3576,"[20, 34, 36, 5, 13]","[13, 7, 16, 13, 1]",63,"[1, 0, 1, 1, 0]",42.41176470581381,21.6,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 34, 36, 5, 13], 'prices': [13, 7, 16, 13, 1], 'capacity': 63}"
3577,"[10, 5, 43, 25, 26]","[5, 17, 7, 3, 17]",74,"[1, 1, 1, 0, 1]",44.372093023211065,21.8,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [10, 5, 43, 25, 26], 'prices': [5, 17, 7, 3, 17], 'capacity': 74}"
3578,"[26, 26, 23, 26, 35]","[6, 8, 3, 12, 13]",72,"[0, 0, 0, 1, 1]",28.384615384636405,27.2,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 26, 23, 26, 35], 'prices': [6, 8, 3, 12, 13], 'capacity': 72}"
3579,"[41, 25, 11, 21, 13]","[4, 3, 2, 1, 11]",37,"[0, 1, 1, 0, 1]",14.559999999996373,22.2,4.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [41, 25, 11, 21, 13], 'prices': [4, 3, 2, 1, 11], 'capacity': 37}"
3580,"[22, 35, 9, 9, 9]","[9, 8, 4, 12, 7]",71,"[1, 1, 1, 1, 1]",37.02857142855307,16.8,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [22, 35, 9, 9, 9], 'prices': [9, 8, 4, 12, 7], 'capacity': 71}"
3581,"[48, 12, 3, 23, 13]","[18, 3, 15, 18, 11]",61,"[0, 0, 1, 1, 1]",52.249999999816005,19.8,13.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [48, 12, 3, 23, 13], 'prices': [18, 3, 15, 18, 11], 'capacity': 61}"
3582,"[26, 21, 38, 17, 2]","[4, 3, 11, 2, 15]",54,"[1, 0, 1, 0, 1]",28.153846153851234,20.8,7.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 21, 38, 17, 2], 'prices': [4, 3, 11, 2, 15], 'capacity': 54}"
3583,"[2, 11, 28, 42, 34]","[18, 17, 1, 12, 6]",64,"[1, 1, 0, 1, 0]",48.58823529412052,23.4,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 11, 28, 42, 34], 'prices': [18, 17, 1, 12, 6], 'capacity': 64}"
3584,"[20, 35, 48, 45, 12]","[6, 7, 17, 11, 18]",91,"[1, 0, 1, 0, 1]",43.68888888875178,32.0,11.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 35, 48, 45, 12], 'prices': [6, 7, 17, 11, 18], 'capacity': 91}"
3585,"[10, 5, 37, 18, 44]","[10, 9, 3, 19, 16]",74,"[1, 1, 0, 1, 1]",52.90909090900905,22.8,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [10, 5, 37, 18, 44], 'prices': [10, 9, 3, 19, 16], 'capacity': 74}"
3586,"[30, 16, 47, 6, 17]","[18, 1, 8, 17, 19]",41,"[1, 0, 0, 1, 1]",46.7999999994622,23.2,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 16, 47, 6, 17], 'prices': [18, 1, 8, 17, 19], 'capacity': 41}"
3587,"[14, 39, 29, 24, 6]","[14, 11, 8, 12, 4]",17,"[1, 0, 0, 0, 0]",15.999999999973024,22.4,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 39, 29, 24, 6], 'prices': [14, 11, 8, 12, 4], 'capacity': 17}"
3588,"[13, 24, 5, 48, 14]","[6, 17, 4, 8, 15]",43,"[0, 1, 1, 0, 1]",35.99999999996659,20.8,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [13, 24, 5, 48, 14], 'prices': [6, 17, 4, 8, 15], 'capacity': 43}"
